wjsample,wjsample-time
131729.0,0.196
79610.0,0.213
11327709.0,0.496
51849714.0,0.478
275906.0,0.194
88126.0,0.191
616180.0,0.535
6282820.0,0.466
238310.0,0.203
11170.0,0.176
70969.0,0.547
50874661.0,0.461
276835.0,0.2
89143.0,0.182
614903.0,0.569
293011.0,0.191
83218.0,0.196
274317.0,0.471
916361.0,0.445
35464.0,0.174
45924.0,0.163
40388.0,0.464
1806520.0,0.431
34107.0,0.167
87071.0,0.148
76575.0,0.461
823461.0,0.64
1384014.0,0.712
174305.0,0.179
1545931.0,0.544
303187.0,0.203
327549.0,0.245
6538433.0,1.485
823461.0,0.597
1384014.0,0.52
1079723.0,0.657
6538431.0,1.298
625136.0,0.666
845022.0,0.665
133600.0,0.192
1219708.0,0.565
300293.0,0.191
260920.0,0.194
3953992.0,1.512
625136.0,0.559
845022.0,0.544
851879.0,0.717
3953995.0,1.291
1537154.0,0.578
7896511.0,0.495
168166.0,0.192
52324.0,0.514
2598.0,0.355
35134.0,0.197
71508513.0,1.258
10936.0,0.548
147893.0,0.515
2285.0,0.495
9618.0,1.077
25038608.0,0.596
7897148.0,0.496
165788.0,0.192
836043.0,0.475
40919.0,0.2
33976.0,0.198
1153677874.0,1.116
173919.0,0.496
144410.0,0.476
35643.0,0.502
151492.0,1.032
19455776.0,0.534
6187271.0,0.586
129750.0,0.185
845220.0,0.483
41323.0,0.264
34597.0,0.182
905084335.0,1.168
136294.0,0.493
114108.0,0.453
36341.0,0.553
